"","Year","Lag1","Lag2","Lag3","Lag4","Lag5","Volume","Today","Direction"
"97",2001,-0.779,-1.182,0.32,-1.553,-0.263,1.026,-1.566,"Down"
"98",2001,-1.566,-0.779,-1.182,0.32,-1.553,1.1586,0.62,"Up"
"99",2001,0.62,-1.566,-0.779,-1.182,0.32,1.2266,0.386,"Up"
"100",2001,0.386,0.62,-1.566,-0.779,-1.182,1.015,0.511,"Up"
"101",2001,0.511,0.386,0.62,-1.566,-0.779,0.8365,1.299,"Up"
"102",2001,1.299,0.511,0.386,0.62,-1.566,1.1168,-1.055,"Down"
"103",2001,-1.055,1.299,0.511,0.386,0.62,1.0619,0.546,"Up"
"104",2001,0.546,-1.055,1.299,0.511,0.386,1.0896,-0.94,"Down"
"105",2001,-0.94,0.546,-1.055,1.299,0.511,0.7262,-0.836,"Down"
"106",2001,-0.836,-0.94,0.546,-1.055,1.299,0.8701,0.116,"Up"
"107",2001,0.116,-0.836,-0.94,0.546,-1.055,1.1365,-1.135,"Down"
"108",2001,-1.135,0.116,-0.836,-0.94,0.546,1.0636,-1.75,"Down"
"109",2001,-1.75,-1.135,0.116,-0.836,-0.94,1.2429,-0.452,"Down"
"110",2001,-0.452,-1.75,-1.135,0.116,-0.836,1.63555,-0.488,"Down"
"111",2001,-0.488,-0.452,-1.75,-1.135,0.116,1.1116,0.343,"Up"
"112",2001,0.343,-0.488,-0.452,-1.75,-1.135,1.1849,0.871,"Up"
"113",2001,0.871,0.343,-0.488,-0.452,-1.75,1.3501,1.136,"Up"
"114",2001,1.136,0.871,0.343,-0.488,-0.452,1.54682,-0.945,"Down"
"115",2001,-0.945,1.136,0.871,0.343,-0.488,1.1892,-0.551,"Down"
"116",2001,-0.551,-0.945,1.136,0.871,0.343,1.0501,-0.151,"Down"
"117",2001,-0.151,-0.551,-0.945,1.136,0.871,1.1989,-0.468,"Down"
"118",2001,-0.468,-0.151,-0.551,-0.945,1.136,1.1621,1.249,"Up"
"119",2001,1.249,-0.468,-0.151,-0.551,-0.945,1.3273,-0.148,"Down"
"120",2001,-0.148,1.249,-0.468,-0.151,-0.551,1.83236,1.008,"Up"
"121",2001,1.008,-0.148,1.249,-0.468,-0.151,1.1283,-0.184,"Down"
"122",2001,-0.184,1.008,-0.148,1.249,-0.468,0.62211,-1.232,"Down"
"123",2001,-1.232,-0.184,1.008,-0.148,1.249,0.9349,-2.35,"Down"
"124",2001,-2.35,-1.232,-0.184,1.008,-0.148,1.0567,0.688,"Up"
"125",2001,0.688,-2.35,-1.232,-0.184,1.008,1.0457,-1.44,"Down"
"126",2001,-1.44,0.688,-2.35,-1.232,-0.184,1.2638,-0.113,"Down"
"127",2001,-0.113,-1.44,0.688,-2.35,-1.232,1.3841,2.369,"Up"
"128",2001,2.369,-0.113,-1.44,0.688,-2.35,1.394,0.624,"Up"
"129",2001,0.624,2.369,-0.113,-1.44,0.688,1.1217,-1.088,"Down"
"130",2001,-1.088,0.624,2.369,-0.113,-1.44,1.0398,0.997,"Up"
"131",2001,0.997,-1.088,0.624,2.369,-0.113,1.2381,-0.554,"Down"
"132",2001,-0.554,0.997,-1.088,0.624,2.369,1.3163,0.605,"Up"
"133",2001,0.605,-0.554,0.997,-1.088,0.624,1.3435,-0.343,"Down"
"134",2001,-0.343,0.605,-0.554,0.997,-1.088,1.1709,-1.637,"Down"
"135",2001,-1.637,-0.343,0.605,-0.554,0.997,0.9869,-1.627,"Down"
"136",2001,-1.627,-1.637,-0.343,0.605,-0.554,1.1987,1.608,"Up"
"137",2001,1.608,-1.627,-1.637,-0.343,0.605,1.2807,1.045,"Up"
"138",2001,1.045,1.608,-1.627,-1.637,-0.343,1.2139,0.24,"Up"
"139",2001,0.24,1.045,1.608,-1.627,-1.637,1.0153,-0.108,"Down"
"140",2001,-0.108,0.24,1.045,1.608,-1.627,0.9091,0.557,"Up"
"141",2001,0.557,-0.108,0.24,1.045,1.608,1.1292,0.388,"Up"
"142",2001,0.388,0.557,-0.108,0.24,1.045,1.3403,0.396,"Up"
"143",2001,0.396,0.388,0.557,-0.108,0.24,1.2183,-0.524,"Down"
"144",2001,-0.524,0.396,0.388,0.557,-0.108,0.9399,-1.142,"Down"
"145",2001,-1.142,-0.524,0.396,0.388,0.557,0.8117,0.327,"Up"
"146",2001,0.327,-1.142,-0.524,0.396,0.388,1.012,-1.733,"Down"
"147",2001,-1.733,0.327,-1.142,-0.524,0.396,1.1246,-0.008,"Down"
"148",2001,-0.008,-1.733,0.327,-1.142,-0.524,1.1042,0.569,"Up"
"149",2001,0.569,-0.008,-1.733,0.327,-1.142,0.9609,0.095,"Up"
"150",2001,0.095,0.569,-0.008,-1.733,0.327,0.8376,-0.383,"Down"
"151",2001,-0.383,0.095,0.569,-0.008,-1.733,0.9646,-0.734,"Down"
"152",2001,-0.734,-0.383,0.095,0.569,-0.008,1.0656,0.309,"Up"
"153",2001,0.309,-0.734,-0.383,0.095,0.569,1.0554,-1.666,"Down"
"154",2001,-1.666,0.309,-0.734,-0.383,0.095,0.9743,0.812,"Up"
"155",2001,0.812,-1.666,0.309,-0.734,-0.383,0.8971,-1.208,"Down"
"156",2001,-1.208,0.812,-1.666,0.309,-0.734,1.0416,0.696,"Up"
"157",2001,0.696,-1.208,0.812,-1.666,0.309,1.1108,-0.276,"Down"
"158",2001,-0.276,0.696,-1.208,0.812,-1.666,0.9862,1.965,"Up"
"159",2001,1.965,-0.276,0.696,-1.208,0.812,1.0436,-0.483,"Down"
"160",2001,-0.483,1.965,-0.276,0.696,-1.208,0.8426,-1.501,"Down"
"161",2001,-1.501,-0.483,1.965,-0.276,0.696,0.9871,-1.115,"Down"
"162",2001,-1.115,-1.501,-0.483,1.965,-0.276,0.9637,-1.7,"Down"
"163",2001,-1.7,-1.115,-1.501,-0.483,1.965,1.157,0.403,"Up"
"164",2001,0.403,-1.7,-1.115,-1.501,-0.483,0.9201,-0.056,"Down"
"165",2001,-0.056,0.403,-1.7,-1.115,-1.501,1.1783,-0.106,"Down"
"166",2001,-0.106,-0.056,0.403,-1.7,-1.115,1.3845,-2.239,"Down"
"167",2001,-2.239,-0.106,-0.056,0.403,-1.7,1.3597,-1.864,"Down"
"168",2001,-1.864,-2.239,-0.106,-0.056,0.403,1.4243,0.623,"Up"
"169",2001,0.623,-1.864,-2.239,-0.106,-0.056,1.2766,-4.922,"Down"
"170",2001,-4.922,0.623,-1.864,-2.239,-0.106,2.33083,-0.58,"Down"
"171",2001,-0.58,-4.922,0.623,-1.864,-2.239,1.65041,-1.611,"Down"
"172",2001,-1.611,-0.58,-4.922,0.623,-1.864,2.12055,-3.106,"Down"
"173",2001,-3.106,-1.611,-0.58,-4.922,0.623,2.0048,-1.903,"Down"
"174",2001,-1.903,-3.106,-1.611,-0.58,-4.922,2.3173,3.898,"Up"
"175",2001,3.898,-1.903,-3.106,-1.611,-0.58,1.7466,0.879,"Up"
"176",2001,0.879,3.898,-1.903,-3.106,-1.611,1.6138,-0.517,"Down"
"177",2001,-0.517,0.879,3.898,-1.903,-3.106,1.5191,1.149,"Up"
"178",2001,1.149,-0.517,0.879,3.898,-1.903,1.467,2.192,"Up"
"179",2001,2.192,1.149,-0.517,0.879,3.898,1.6315,-0.23,"Down"
"180",2001,-0.23,2.192,1.149,-0.517,0.879,1.1756,1.231,"Up"
"181",2001,1.231,-0.23,2.192,1.149,-0.517,1.2898,1.993,"Up"
"182",2001,1.993,1.231,-0.23,2.192,1.149,1.6506,-0.247,"Down"
"183",2001,-0.247,1.993,1.231,-0.23,2.192,1.6091,0.164,"Up"
"184",2001,0.164,-0.247,1.993,1.231,-0.23,1.3017,-0.834,"Down"
"185",2001,-0.834,0.164,-0.247,1.993,1.231,0.979,-0.536,"Down"
"186",2001,-0.536,-0.834,0.164,-0.247,1.993,1.2278,2.294,"Up"
"187",2001,2.294,-0.536,-0.834,0.164,-0.247,1.3124,1.521,"Up"
"188",2001,1.521,2.294,-0.536,-0.834,0.164,1.70458,-0.527,"Down"
"189",2001,-0.527,1.521,2.294,-0.536,-0.834,1.3314,-0.153,"Down"
"190",2001,-0.153,-0.527,1.521,2.294,-0.536,1.0247,0.694,"Up"
"191",2001,0.694,-0.153,-0.527,1.521,2.294,1.2105,-1.863,"Down"
"192",2001,-1.863,0.694,-0.153,-0.527,1.521,1.4522,-0.787,"Down"
"193",2001,-0.787,-1.863,0.694,-0.153,-0.527,1.2629,0.456,"Up"
"194",2001,0.456,-0.787,-1.863,0.694,-0.153,1.2949,1.53,"Up"
"195",2001,1.53,0.456,-0.787,-1.863,0.694,1.1057,-0.47,"Down"
"196",2001,-0.47,1.53,0.456,-0.787,-1.863,1.3173,0.039,"Up"
"197",2001,0.039,-0.47,1.53,0.456,-0.787,1.3362,1.372,"Up"
"198",2001,1.372,0.039,-0.47,1.53,0.456,1.3644,0.411,"Up"
"199",2001,0.411,1.372,0.039,-0.47,1.53,1.2445,-2.382,"Down"
"200",2001,-2.382,0.411,1.372,0.039,-0.47,1.1061,-1.717,"Down"
"201",2001,-1.717,-2.382,0.411,1.372,0.039,1.2974,-0.001,"Down"
"202",2001,-0.001,-1.717,-2.382,0.411,1.372,1.3525,2.295,"Up"
"203",2001,2.295,-0.001,-1.717,-2.382,0.411,1.3174,0.286,"Up"
"204",2001,0.286,2.295,-0.001,-1.717,-2.382,1.1219,1.439,"Up"
"205",2001,1.439,0.286,2.295,-0.001,-1.717,1.2677,1.453,"Up"
"206",2001,1.453,1.439,0.286,2.295,-0.001,1.356,-0.273,"Down"
"207",2001,-0.273,1.453,1.439,0.286,2.295,1.4113,0.246,"Up"
"208",2001,0.246,-0.273,1.453,1.439,0.286,1.5175,0.158,"Up"
"209",2001,0.158,0.246,-0.273,1.453,1.439,1.0938,-0.177,"Down"
"210",2001,-0.177,0.158,0.246,-0.273,1.453,0.9916,1.856,"Up"
"211",2001,1.856,-0.177,0.158,0.246,-0.273,1.3701,0.186,"Up"
"212",2001,0.186,1.856,-0.177,0.158,0.246,1.4434,0.09,"Up"
"213",2001,0.09,0.186,1.856,-0.177,0.158,1.4545,-0.314,"Down"
"214",2001,-0.314,0.09,0.186,1.856,-0.177,1.3374,1.09,"Up"
"215",2001,1.09,-0.314,0.09,0.186,1.856,1.3168,-0.73,"Down"
"216",2001,-0.73,1.09,-0.314,0.09,0.186,1.3302,-0.493,"Down"
"217",2001,-0.493,-0.73,1.09,-0.314,0.09,1.0293,1.171,"Up"
"218",2001,1.171,-0.493,-0.73,1.09,-0.314,0.4103,0.615,"Up"
"219",2001,0.615,1.171,-0.493,-0.73,1.09,1.1298,-0.684,"Down"
"220",2001,-0.684,0.615,1.171,-0.493,-0.73,1.288,-1.825,"Down"
"221",2001,-1.825,-0.684,0.615,1.171,-0.493,1.4237,1.035,"Up"
"222",2001,1.035,-1.825,-0.684,0.615,1.171,1.3757,-0.066,"Down"
"223",2001,-0.066,1.035,-1.825,-0.684,0.615,1.3436,-0.838,"Down"
"224",2001,-0.838,-0.066,1.035,-1.825,-0.684,1.2029,1.319,"Up"
"225",2001,1.319,-0.838,-0.066,1.035,-1.825,1.3185,2.232,"Up"
"226",2001,2.232,1.319,-0.838,-0.066,1.035,1.7653,-0.278,"Down"
"227",2001,-0.278,2.232,1.319,-0.838,-0.066,1.4879,-0.753,"Down"
"228",2001,-0.753,-0.278,2.232,1.319,-0.838,1.2482,-1.587,"Down"
"229",2001,-1.587,-0.753,-0.278,2.232,1.319,1.2187,-0.278,"Down"
"230",2001,-0.278,-1.587,-0.753,-0.278,2.232,1.3672,0.027,"Up"
"231",2001,0.027,-0.278,-1.587,-0.753,-0.278,1.4497,-1.556,"Down"
"232",2001,-1.556,0.027,-0.278,-1.587,-0.753,1.5115,0.331,"Up"
"233",2001,0.331,-1.556,0.027,-0.278,-1.587,1.3068,1.003,"Up"
"234",2001,1.003,0.331,-1.556,0.027,-0.278,1.2604,0.755,"Up"
"235",2001,0.755,1.003,0.331,-1.556,0.027,1.354,0.581,"Up"
"236",2001,0.581,0.755,1.003,0.331,-1.556,1.4849,-0.838,"Down"
"237",2001,-0.838,0.581,0.755,1.003,0.331,1.4905,0.435,"Up"
"238",2001,0.435,-0.838,0.581,0.755,1.003,1.694,-0.021,"Down"
"239",2001,-0.021,0.435,-0.838,0.581,0.755,0.43967,0.412,"Up"
"240",2001,0.412,-0.021,0.435,-0.838,0.581,0.7911,0.675,"Up"
"241",2001,0.675,0.412,-0.021,0.435,-0.838,0.8763,0.336,"Up"
"242",2001,0.336,0.675,0.412,-0.021,0.435,0.9174,-1.115,"Down"
"243",2002,-1.115,0.336,0.675,0.412,-0.021,0.9436,0.574,"Up"
"244",2002,0.574,-1.115,0.336,0.675,0.412,1.171,0.918,"Up"
"245",2002,0.918,0.574,-1.115,0.336,0.675,1.3989,0.621,"Up"
"246",2002,0.621,0.918,0.574,-1.115,0.336,1.513,-0.65,"Down"
"247",2002,-0.65,0.621,0.918,0.574,-1.115,1.3083,-0.359,"Down"
"248",2002,-0.359,-0.65,0.621,0.918,0.574,1.2588,-0.48,"Down"
"249",2002,-0.48,-0.359,-0.65,0.621,0.918,1.452,0.122,"Up"
"250",2002,0.122,-0.48,-0.359,-0.65,0.621,1.299,-0.947,"Down"
"251",2002,-0.947,0.122,-0.48,-0.359,-0.65,1.2119,-0.628,"Down"
"252",2002,-0.628,-0.947,0.122,-0.48,-0.359,1.2864,0.683,"Up"
"253",2002,0.683,-0.628,-0.947,0.122,-0.48,1.3869,-1.625,"Down"
"254",2002,-1.625,0.683,-0.628,-0.947,0.122,1.4825,1.003,"Up"
"255",2002,1.003,-1.625,0.683,-0.628,-0.947,1.3801,-0.992,"Down"
"256",2002,-0.992,1.003,-1.625,0.683,-0.628,1.3333,-0.733,"Down"
"257",2002,-0.733,-0.992,1.003,-1.625,0.683,1.3116,0.792,"Up"
"258",2002,0.792,-0.733,-0.992,1.003,-1.625,1.4792,0.352,"Up"
"259",2002,0.352,0.792,-0.733,-0.992,1.003,1.5528,0.1,"Up"
"260",2002,0.1,0.352,0.792,-0.733,-0.992,1.3451,-0.019,"Down"
"261",2002,-0.019,0.1,0.352,0.792,-0.733,1.1868,-2.861,"Down"
"262",2002,-2.861,-0.019,0.1,0.352,0.792,1.812,1.175,"Up"
"263",2002,1.175,-2.861,-0.019,0.1,0.352,2.0196,1.493,"Up"
"264",2002,1.493,1.175,-2.861,-0.019,0.1,1.557,-0.708,"Down"
"265",2002,-0.708,1.493,1.175,-2.861,-0.019,1.3672,-2.474,"Down"
"266",2002,-2.474,-0.708,1.493,1.175,-2.861,1.4376,-0.404,"Down"
"267",2002,-0.404,-2.474,-0.708,1.493,1.175,1.7783,-0.597,"Down"
"268",2002,-0.597,-0.404,-2.474,-0.708,1.493,1.6658,-0.308,"Down"
"269",2002,-0.308,-0.597,-0.404,-2.474,-0.708,1.4416,1.486,"Up"
"270",2002,1.486,-0.308,-0.597,-0.404,-2.474,1.3719,1.434,"Up"
"271",2002,1.434,1.486,-0.308,-0.597,-0.404,1.1594,-0.399,"Down"
"272",2002,-0.399,1.434,1.486,-0.308,-0.597,1.0942,0.994,"Up"
"273",2002,0.994,-0.399,1.434,1.486,-0.308,1.2159,-0.181,"Down"
"274",2002,-0.181,0.994,-0.399,1.434,1.486,1.2725,-1.102,"Down"
"275",2002,-1.102,-0.181,0.994,-0.399,1.434,1.3592,-1.887,"Down"
"276",2002,-1.887,-1.102,-0.181,0.994,-0.399,1.1899,1.351,"Up"
"277",2002,1.351,-1.887,-1.102,-0.181,0.994,1.4389,-1.551,"Down"
"278",2002,-1.551,1.351,-1.887,-1.102,-0.181,1.3816,0.822,"Up"
"279",2002,0.822,-1.551,1.351,-1.887,-1.102,1.411,1.798,"Up"
"280",2002,1.798,0.822,-1.551,1.351,-1.887,1.3674,-0.005,"Down"
"281",2002,-0.005,1.798,0.822,-1.551,1.351,1.3092,0.046,"Up"
"282",2002,0.046,-0.005,1.798,0.822,-1.551,1.3938,-0.285,"Down"
"283",2002,-0.285,0.046,-0.005,1.798,0.822,1.3922,2.263,"Up"
"284",2002,2.263,-0.285,0.046,-0.005,1.798,1.4565,1.949,"Up"
"285",2002,1.949,2.263,-0.285,0.046,-0.005,1.5943,-0.667,"Down"
"286",2002,-0.667,1.949,2.263,-0.285,0.046,1.5493,1.451,"Up"
"287",2002,1.451,-0.667,1.949,2.263,-0.285,1.5413,-0.45,"Down"
"288",2002,-0.45,1.451,-0.667,1.949,2.263,1.5174,0.585,"Up"
"289",2002,0.585,-0.45,1.451,-0.667,1.949,1.412,0.339,"Up"
"290",2002,0.339,0.585,-0.45,1.451,-0.667,1.2102,-0.229,"Down"
"291",2002,-0.229,0.339,0.585,-0.45,1.451,1.3044,-0.986,"Down"
"292",2002,-0.986,-0.229,0.339,0.585,-0.45,1.354,-0.091,"Down"
"293",2002,-0.091,-0.986,-0.229,0.339,0.585,1.2088,1.138,"Up"
"294",2002,1.138,-0.091,-0.986,-0.229,0.339,1.4939,-0.052,"Down"
"295",2002,-0.052,1.138,-0.091,-0.986,-0.229,1.1695,0.407,"Up"
"296",2002,0.407,-0.052,1.138,-0.091,-0.986,1.255,-1.576,"Down"
"297",2002,-1.576,0.407,-0.052,1.138,-0.091,1.3049,0.151,"Up"
"298",2002,0.151,-1.576,0.407,-0.052,1.138,1.3392,-0.424,"Down"
"299",2002,-0.424,0.151,-1.576,0.407,-0.052,1.2433,-1.465,"Down"
"300",2002,-1.465,-0.424,0.151,-1.576,0.407,1.0579,0.585,"Up"
"301",2002,0.585,-1.465,-0.424,0.151,-1.576,1.2236,0.535,"Up"
"302",2002,0.535,0.585,-1.465,-0.424,0.151,1.1801,0.246,"Up"
"303",2002,0.246,0.535,0.585,-1.465,-0.424,1.1476,-0.074,"Down"
"304",2002,-0.074,0.246,0.535,0.585,-1.465,1.0509,-0.853,"Down"
"305",2002,-0.853,-0.074,0.246,0.535,0.585,1.1767,-0.999,"Down"
"306",2002,-0.999,-0.853,-0.074,0.246,0.535,1.2197,0.084,"Up"
"307",2002,0.084,-0.999,-0.853,-0.074,0.246,1.2838,-0.321,"Down"
"308",2002,-0.321,0.084,-0.999,-0.853,-0.074,1.1102,0.228,"Up"
"309",2002,0.228,-0.321,0.084,-0.999,-0.853,1.0953,-0.666,"Down"
"310",2002,-0.666,0.228,-0.321,0.084,-0.999,1.2354,1.133,"Up"
"311",2002,1.133,-0.666,0.228,-0.321,0.084,1.4479,-2.369,"Down"
"312",2002,-2.369,1.133,-0.666,0.228,-0.321,1.5056,0.663,"Up"
"313",2002,0.663,-2.369,1.133,-0.666,0.228,1.2821,-0.761,"Down"
"314",2002,-0.761,0.663,-2.369,1.133,-0.666,1.1204,2.342,"Up"
"315",2002,2.342,-0.761,0.663,-2.369,1.133,1.3413,-0.204,"Down"
"316",2002,-0.204,2.342,-0.761,0.663,-2.369,1.3769,-0.142,"Down"
"317",2002,-0.142,-0.204,2.342,-0.761,0.663,1.3593,0.062,"Up"
"318",2002,0.062,-0.142,-0.204,2.342,-0.761,1.185,-1.541,"Down"
"319",2002,-1.541,0.062,-0.142,-0.204,2.342,1.1818,-0.62,"Down"
"320",2002,-0.62,-1.541,0.062,-0.142,-0.204,1.3885,-0.71,"Down"
"321",2002,-0.71,-0.62,-1.541,0.062,-0.142,1.3732,-0.152,"Down"
"322",2002,-0.152,-0.71,-0.62,-1.541,0.062,1.5174,-1.389,"Down"
"323",2002,-1.389,-0.152,-0.71,-0.62,-1.541,1.3742,-1.01,"Down"
